iyear,imonth,iday,provstate,city,latitude,longitude,specificity,location,suicide,target1,gname,nkill,nwound,scite1
2004,6,4,Federally Administered Tribal Areas,Razmak,32.687926,69.832993,1,,0,Daimir checkpoint,Al-Qaida,0,3,"“Pakistan: Uzbek National Killed, 9 Al-Qa'ida Suspects Nabbed in North Waziristan,” Islamabad PTV World in Urdu, June 4, 2004."
2004,6,7,Balochistan,Kohlu,29.673863,68.715498,1,Kohlu-Chamalang road,0,Pakistani Civilians in a van on the Kohlu-Chamalang road,Unknown,2,2,"“Pakistan: Landmine Explosion Kills 2, Injures 2 Others in Balochistan,” Islamabad, The News, June 7, 2004."
2004,6,7,Balochistan,Jaffarabad district,28.340071,68.188997,3,,0,Civilians in the City Center of Jaffarabad,Unknown,0,0,"“Pakistan: Unknown People Fire 30 Rockets in 2 Areas of Balochistan,” Karachi Dawn, June 7, 2004."
2004,6,9,Federally Administered Tribal Areas,Wana,32.306099,69.579956,1,,0,Pakistani Army Camp in Wana,Unknown,0,0,"“AFP: Suspected Militants Fire Rockets at Pakistan Military Camp,” Hong Kong AFP, June 9, 2004."
2004,6,10,Sindh,Karachi,24.891115,67.143311,1,,0,Pakistani Police Convoy,Unknown,9,14,"“Pakistan: 9 Feared Dead, 14 injured in Attack on Official Vehicle in Karachi,” Islamabad The News, June 10, 2004."
2004,6,11,Sindh,Karachi,24.891115,67.143311,1,,0,Lt. Gen. Ahsan Saleem Hayat,Unknown,10,,"“Pakistani General Escapes Gunmen's Attack,” Associated Press Online, June 11, 2004."
2004,6,12,Islamabad Capital Territory,Islamabad,33.671638,73.056068,1,,0,Pakistani Paramilitary Officer,Unknown,1,2,"“Bomb Kills 1 as Pakistanis Press Raids,” The New York Times, June 13, 2004."
2004,6,20,Sindh,Hyderabad,25.389288,68.357338,1,,0,Balochistan Frontier Corps,Unknown,0,0,"“Pakistan: Airport Destroyed, Several Injured in Balochistan Rocket Attacks,” Islamabad PTV World, June 20, 2004."
2004,7,24,Sindh,Karachi,24.891115,67.143311,1,,0,"Passengers on Jamiah Rashdiya Islamic Seminary vehicle in Karachi, Pakistan",Unknown,1,6,"“Bomb kills one, injures six Islamic teachers in Pakistani port city,” Agence France Presse, July 24, 2004."
2004,7,26,Balochistan,Turbat,25.999413,63.047451,1,,0,"Military convoy in Turbat, Pakistan",Unknown,2,3,"“2 Soldiers reported killed in rocket attack in Baluchistan,” Japan Economic Newswire, July 26, 2004."
2004,7,28,North-West Frontier Province,Kohat,33.590603,71.44062,1,,0,"Pakistani Intelligence Officials in Kohat, Pakistan",Unknown,3,2,"“Bomb kills two intelligence official in northwest Pakistan,” Agence France Presse, July 29, 2004."
2004,7,30,Punjab,Fateh Jang,33.565614,72.643393,1,,1,Finance Minister Shaukat Aziz,Islambouli Brigades of al-Qaida,9,50,"“Pakistan’s next PM Aziz survives assassination attempt, 5 killed,” Japan Economic Newswire, July 30, 2004."
2004,7,31,Balochistan,Gwadar,25.1458,62.326557,1,,0,Police Station in Gwadar,Unknown,0,0,"“Three home-made bombs rock southwestern Pakistani town,” Agence France Presse, July 31, 2004."
2004,7,31,Balochistan,Gwadar,25.1458,62.326557,1,,0,Gwadar Fish Harbor,Unknown,0,0,"“Three home-made bombs rock southwestern Pakistani town,” Agence France Presse, July 31, 2004."
2004,7,31,Balochistan,Gwadar,25.1458,62.326557,1,,0,Gwadar Mosque,Unknown,0,0,"“Three home-made bombs rock southwestern Pakistani town,” Agence France Presse, July 31, 2004."
2004,8,16,Sindh,Nawabshah,26.241957,68.399292,1,,0,Karakoram Express train line in Nawabshah,Unknown,0,6,"“AFP: Twin Railway Blasts Injure Six, Narrowly Miss Express Train in Pakistan,” Agence France Presse, August 16, 2004."
2004,8,16,Balochistan,Sui,28.633307,69.190369,1,,0,Convoy,Unknown,4,10,"“Pakistan TV: Rocket Attack on Vehicle Kills 4, Injures 10 in Balochistan,” Islamabad PTV World, August 16, 2004."
2004,8,17,Federally Administered Tribal Areas,Shakai,32.475559,69.636063,1,,0,Punjab Regiment,Unknown,1,5,"“Pakistan: Suspected Militants Attack Army Post in Shakai, Kill 1, Injure 5,” Karachi Dawn, August 17, 2004."
2004,8,25,North-West Frontier Province,Nowshera,34.007206,71.983078,1,,0,A railway near the town of Nowshera,Unknown,0,0,"“AFP: Police Say Bomb Blows Up Main Railway Track in Northwestern Pakistan,” Agence France Presse, August 25, 2004."
2004,8,26,Federally Administered Tribal Areas,Tiarza,32.386811,69.689823,1,,0,A military convoy passing through Tiarza,Al-Qaida,1,6,"“AFP: Pakistani Soldier Killed in Landmine Blast Near Afghan Border,” Agence France Presse, August 26, 2004."
2004,8,26,Federally Administered Tribal Areas,Lawarki,32.411197,69.671109,1,,0,A military convoy passing through Lawarki,Unknown,2,6,"Sailab Mehsud, “Wana: Bomb Blasts Kills Troops; Seminary Students, Clerics Stage Protest,” Islamabad The News, August 26, 2004."
2004,8,27,Balochistan,Naushki,29.552311,66.020508,1,,0,Officers,Unknown,0,4,"Azzizullah Khan, “Pakistan: 4 Frontier Corps Men Said Injured in Terrorist Attack,” Lahore Daily Times, August 28, 2004."
2004,8,28,Federally Administered Tribal Areas,Wana,32.306099,69.579956,1,,0,Camp,Al-Qaida,2,5,"“AFP: Two Pakistani Soldiers Killed by Rocket Near Afghan Border,” Agence France Presse, August 29, 2004."
2004,8,31,Balochistan,Kalat,29.047852,66.593323,1,,0,A candy shop located in Qalat's market,Unknown,3,7,"“AFP: Bomb Kills 3, Wounds 7 in Pakistan Sweet Shop,” Agence France Presse, August 31, 2004."
2004,9,5,Federally Administered Tribal Areas,Shakai,32.475559,69.636063,1,,0,"Pakistani Soldiers in Shakai, Pakistan",Unknown,3,0,"“Three killed in landmine blast in Pakistan,” Xinhua General News Service, September 6, 2004."
2004,9,27,Unknown,Sarvakai,,,5,,0,"Pakistani Soldiers in Sarvakai, Pakistan",Unknown,5,,"“Five Soldiers Die in Attack on Pakistani Convoy Near Afghan Border,” Hong Kong AFP, September 27, 2004."
2004,9,29,Federally Administered Tribal Areas,Ladha,32.56699,69.831711,1,,0,"Pakistani Soldiers in Ladha, Pakistan",Unknown,1,4,"“One Pakistani paramilitary soldier killed, four hurt in land mine explosion,” Associated Press Worldstream, September 29, 2004."
2004,10,1,Punjab,Sialkot,32.493537,74.530343,1,,1,Zainabia Mosque,Unknown,31,51,"“At least 25 killed in suicide attack in eastern Pakistan,” Deutsche Presse-Agentur, October 1, 2004."
2004,10,6,Balochistan,Quetta,30.200819,66.994354,1,,0,A Pakistani tea shop in Baluchistan,Unknown,0,6,"“Bomb explodes outside tea shop, wounding four men in southwestern Pakistan,” Associated Press Worldstream, October 6, 2004."
2004,10,7,Punjab,Multan,30.197843,71.467629,1,,0,Rasheedabad Square in Multan,Sipah-I-Mohammed,41,100,"“Car bomb kills 41 at Pakistani prayer vigil,” Agence France Presse, October 7, 2004."
2004,10,9,North-West Frontier Province,Peshawar,34.006004,71.53743,1,The refugee camp is located on the outskirts of the city.,0,Pakistani election polling station in a school,Unknown,0,1,"Rafael Bikbayev, “Policemen wounded in attack on polling station in Pakistan,” ITAR-TASS News Agency, October 9, 2004."
2004,10,10,Punjab,Lahore,31.50547,74.34288,1,,1,Worshippers in the Husainia Hall Shi'i mosque in Lahore,Unknown,4,,"K.M. Chaudhry, ""Four Dead in Blast at Shiite Mosque as Sectarian Violence Spikes in Pakistan,” Associated Press, October 10, 2004."
2004,10,11,Balochistan,Uch,28.629159,68.616381,1,,0,The Oil and Gas Development Company camp in the Uch gas field,Unknown,0,,"""OGDC Camp Attacked in Balochistan,” Islamabad The News, October 11, 2004."
2004,10,24,Federally Administered Tribal Areas,Shoral Gad,32.292562,69.739773,2,,0,"Frontier Corps soldiers Naib Sobedar Jehangir, Mumtaz and Sardar",Unknown,2,1,"""One tribesman dies, three Pakistani soldiers injured in landmine blasts,"" Agence France Presse, October 24, 2004."
2004,10,24,Federally Administered Tribal Areas,Makin,32.622868,69.839325,1,,0,Ahmed Shah Mehsud and Haji Khan Gul,Unknown,1,1,"""One tribesman dies, three Pakistani soldiers injured in landmine blasts,"" Agence France Presse, October 24, 2004."
2004,10,26,Federally Administered Tribal Areas,South Waziristan district,32.329315,69.856396,3,In Sheikh Ziyarat village near the Afghanistan border in the district.,0,Tribal gathering in Sheikh Ziyarat,Unknown,14,6,"""14 Pakistani tribesmen killed while trying to broker militant surrender,"" Agence France Presse, October 27, 2004."
2004,10,29,Federally Administered Tribal Areas,Razmak,32.687926,69.832993,1,,0,Pakistani soldiers traveling near Razmak,Unknown,1,3,"Munir Ahmad, ""Roadside bomb kills boy, wounds at least three in Pakistan tribal region,"" The Associated Press, October 29, 2004."
2004,11,17,North-West Frontier Province,Mingora,34.774479,72.364052,1,,0,Palwasha Cinema in Mingora,Unknown,2,30,"“Two Killed In Mingora Cinema Blast,” Pakistan Press International Information Services, November 17, 2004."
2004,12,10,Balochistan,Quetta,30.200819,66.994354,1,,0,Army truck with soldiers,Balochistan National Army,11,20,"Davide Rohde, ""10 Killed in Bombing in Quetta, In a Restive Province in Pakistan,"" The New York Times, December 11, 2004."
2004,12,23,Federally Administered Tribal Areas,Makin,32.622868,69.839325,1,,0,Sher Ghar,Al-Qaida,1,1,"""Blast in Pakistani tribal area kills tribesmen,"" Agence France Presse, December 23, 2004."
2004,12,30,North-West Frontier Province,Tank,32.209442,70.383537,1,,0,"Ismatullah Gandapur, Chief district administrator",Unknown,0,2,"""Blast in northwest Pakistan injures leading official,"" Agence France Presse, December 30, 2004."
2005,1,10,Balochistan,Mastung,29.803965,66.85099,1,,0,Civilians in Mastung,Unknown,3,2,"""Exploding Box Kills Three Pakistani Children,” Agence France Presse, January 11, 2005."
2005,1,22,Balochistan,Unknown,28.490733,65.095779,4,,0,Train railway in Balochistan Province,Tribesmen,0,0,"""Bomb Rips Apart Railway Track in Restive Southwest Pakistan,” Agence France Presse, January 22, 2005."
2005,1,27,Balochistan,Mushkaf,29.563396,67.793492,1,Approximately 52 miles west of Quetta,0,A section of train track in Balochistan Province,Baloch Liberation Army (BLA),0,0,"""Rail Track Blown Up Third Time in Week in Restive Pakistan Region,” Agence France Presse, January 27, 2005."
2005,1,29,Punjab,Okara,30.807929,73.450466,1,,0,A section of gas pipeline crossing the Balloki-Sulemanki Canal,Unknown,0,0,"""Baluch Rebels Again Attack Pakistan Energy Infrastructure,” PTI News Agency, January 29, 2005"
2005,2,7,Balochistan,Kalat district,29.037681,66.581497,3,,0,Bazaar,Unknown,0,0,"""New Blasts Hit Rail Lines in Pakistan's Balochistan Province,"" AFX European Focus, February 8, 2005."
2005,2,7,Balochistan,Bellpat,28.989147,68.011421,1,In the Bakhtiarabad Domki neighborhood of the city.,0,Rail line,Baloch Liberation Army (BLA),0,0,"""New Blasts Hit Rail Lines in Pakistan's Balochistan Province,"" AFX European Focus, February 8, 2005."
2005,2,7,Balochistan,Quetta,30.200819,66.994354,1,,0,Rail line,Unknown,0,0,"""New Blasts Hit Rail Lines in Pakistan's Balochistan Province,"" AFX European Focus, February 8, 2005."
2005,2,7,Balochistan,Barkhan district,29.89716,69.527652,3,Remote town near the Punjab border,0,A telephone system,Unknown,0,0,"""New Blasts Hit Rail Lines in Pakistan's Balochistan Province,"" AFX European Focus, February 8, 2005."
2005,2,8,Balochistan,Galangur,29.594626,66.273125,1,,0,Microwave tower,Baloch Liberation Army (BLA),0,0,"""New Attacks Hit Telecom Tower, Rail Lines in Restive Pakistan Region,"" Agence France Presse, February 08, 2005."
2005,3,1,Balochistan,Quetta,30.200819,66.994354,1,,0,A police post in Quetta,Baloch Liberation Army (BLA),0,0,"“Bomb Rocks Pakistan's Quetta; No Casualties Reported,” Agence France Presse, March 1, 2005."
2005,3,2,Balochistan,Naushki,29.552311,66.020508,1,Along a length of railroad track that connects Iran with  Pakistan near Quetta.,0,Railroad tracks linking Quetta with Iran,Baloch Nationalists,0,0,"“Third Blast in Month Hits Pakistan-Iran Rail Link,” Hong Kong Agence France-Presse, March 3, 2005."
2005,3,17,Balochistan,Quetta,30.200819,66.994354,1,A train that had just left the Mach station in Quetta.,0,Express Train,Baloch Liberation Army (BLA),1,0,"""Two dead, 10 injured in bomb blasts on trains in Pakistan,”"
2005,3,17,Punjab,Lahore,31.50547,74.34288,1,A train that just left the station in Lahore,0,Express Train,Baloch Liberation Army (BLA),1,0,"""Two dead, 10 injured in bomb blasts on trains in Pakistan,”"
2005,3,19,Punjab,Fatehpur,31.177809,71.209295,1,,1,Shrine of Saint Cheesal Shah,Unknown,51,,"“Pakistan: Death Toll in Shrine Blast Reaches 50,” The News, March 21, 2005."
2005,3,19,Balochistan,Turbat,25.999413,63.047451,1,,0,Irrigation Colony in Turbat,Baloch Liberation Army (BLA),0,4,"“Pakistan hints at foreign role in Baluchistan violence as tension rises,”"
2005,3,21,Balochistan,Turbat,25.999413,63.047451,1,Commissionorate road,0,Turbat Power Station,Unknown,0,0,"""Pakistan hints at foreign role in Baluchistan violence as tension rises,”"
2005,3,22,Balochistan,Turbat,25.999413,63.047451,1,,0,Unknown,Unknown,0,0,"""Bombs cause damage in Pakistan's Baluchistan,”"
2005,3,22,Balochistan,Bolan District,29.10636,67.687177,3,Dhadar Area near the Kumbri Bridge,0,Gas pipeline which supplies the Sibi Area of Pakistan,Unknown,0,0,"""Bombs cause damage in Pakistan's Baluchistan,”"
2005,3,29,Federally Administered Tribal Areas,Miran Shah,33.006516,70.068253,1,East of Miranshah on the way to Bannu City,0,A military convoy near Miranshah,Unknown,0,15,"“Fifteen injured in Pakistan tribal region grenade blast,” PTI News Agency, March 31, 2005."
2005,3,31,Sindh,Dadhar,26.200293,68.150916,1,,0,The pipeline that feeds the Quetta Refinery,Unknown,0,0,"""Pakistan bomb attack damages pipeline near Quetta,”"
2005,4,1,Balochistan,Quetta,30.200819,66.994354,1,,0,A gas pipeline belonging to the Sui Southern Gas Co Ltd in Quetta,Unknown,0,0,"“Bomb Attack Damages Pipeline Near Quetta, Disrupts Gas Supply,” The News, April 2, 2005."
2005,4,12,Balochistan,Unknown,28.449171,66.056358,4,,0,A Quetta Electric Supply Corporation supply tower 135 in Gorug,Unknown,0,0,"Muhammad Ejaz Khan, “Saboteurs Attack Power Supply Tower, Airport Radar in Balochsitan,” Islamabad The News, April 12, 2005."
2005,4,12,Balochistan,Panjgur,26.972136,64.114571,1,,0,The Panjgur Airport radar tower,Unknown,0,0,"Muhammad Ejaz Khan, “Saboteurs Attack Power Supply Tower, Airport Radar in Balochsitan,” Islamabad The News, April 12, 2005."
2005,4,19,Balochistan,Kalat,29.047852,66.593323,1,,0,A pylon supporting electricity cables,Unknown,0,0,"“Power Supply Line Blown Up, Five Urban Blasts Reported in Southwest Pakistan,” Agence France Presse, April 20, 2005."
2005,4,29,Balochistan,Kohlu,29.673863,68.715498,1,,0,A paramilitary base in Kohlu,Unknown,0,2,"“Rockets Injure Two Soldiers in Southwest Pakistan,” Agence France Presse, April 29, 2005."
2005,5,6,Balochistan,Mach,29.855375,67.339928,1,,0,Electricity pylon,Baloch Liberation Army (BLA),0,0,"“Bomb injures two paramilitary soldiers in southwestern Pakistan,” Associated Press Worldstream, May 06, 2005."
2005,5,8,Federally Administered Tribal Areas,Mir Ali,32.975433,70.273735,1,Approximately 30 km north of Miranshah,0,Two Pakistani tribesmen from North Waziristan,Unknown,2,0,"“Two Killed in Blast in Pakistan Tribal Area,” Agence France Presse, May 08, 2005."
2005,5,27,Islamabad Capital Territory,Islamabad,33.671638,73.056068,1,,1,The Bari Imam Shrine in Islamabad,Unknown,20,100,"“AFP: Death Toll in Pakistan Shrine Blast Rises to At Least 19,” Agence France Presse, May 27, 2005."
2005,5,30,Sindh,Karachi,24.891115,67.143311,1,,1,Occupants of a Shi i mosque,Unknown,5,23,"“Pakistan: Three Assailants, Policeman Killed in Karachi Shia Mosque Blast,” The News, May 30, 2005."
2005,7,7,Balochistan,Unknown,28.490733,65.095779,4,,0,Unknown,Unknown,0,0,"“Quadruple blast at Pakistan power pylon,” Agence France Presse, July 7, 2005."
2005,7,21,Federally Administered Tribal Areas,Kurram district,33.739559,70.332789,3,"In the Khabianga village in the Kurram agency tribal district, 160 miles west of Islamabad near the Afghanistan border.",0,,Unknown,2,4,"“Two killed, four hurt in grenade attack on Pakistan mosque near Afghanistan,” Agence France Presse, July 21, 2005."
2005,7,24,Unknown,Unknown,,,5,At the Gate of Friendship along the Pakistan-Afghanistan Border,1,Oil tankers used for refueling US military equipment,Unknown,1,3,"“Terrorist Blown Up, Three Injured Along Pak-Afghan Border,” The Pakistan Newswire, July 24, 2005."
2005,7,28,Federally Administered Tribal Areas,Wana,32.306099,69.579956,1,"The explosion took place in the main bazaar in the town of Wana, Pakistan",0,"A music shop in a bazaar in Wana, Pakistan",Unknown,0,0,"Sailab Mahsud, “Bomb Explosion in Pakistani Tribal Town Damages Music Shop, No Injuries Reported,” Associated Press Worldstream, July 28, 2005."
2005,8,7,Balochistan,Turbat,25.999413,63.047451,1,,0,A bakery in Turbat Market,Unknown,0,0,"“No Casualties Reported as Three Explosions Hit Pakistan's Remote Southwest,” Agence France Presse, August 7, 2005."
2005,8,7,Balochistan,Rakhni (District),30.043295,69.923814,3,,0,An electricity pylon located in Rakhni (District),Unknown,0,0,"“No Casualties Reported as Three Explosions Hit Pakistan's Remote Southwest,” Agence France Presse, August 7, 2005."
2005,8,10,Federally Administered Tribal Areas,Ghundai,32.570144,69.457412,2,,0,South Waziristan Zalikhel sub-tribe elder Malik Khadeen,Unknown,4,1,"Sailab Mahsud, “Pro-Govt Tribal Elder 'Badly Wounded' in Bomb Blast in Waziristan,” The News, August 11, 2005."
2005,8,14,Balochistan,Kohlu,29.673863,68.715498,1,,0,Office of Municipal Committee in Kohlu,Baloch Nationalists,0,0,"Naseer Kakar, “Bomb explosions, rockets hit southwestern Pakistan, two people reported injured,” The Associated Press, August 14, 2005."
2005,8,14,Balochistan,Quetta,30.200819,66.994354,1,,0,A Water and Power Development Authority power grid station in Quetta,Baloch Nationalists,0,2,"Naseer Kakar, “Bomb explosions, rockets hit southwestern Pakistan, two people reported injured,” The Associated Press, August 14, 2005."
2005,8,14,Balochistan,Mand,26.115631,62.037643,1,,0,"Federal Minister for Special Education, Begum Zubaida Jalal's residence",Baloch Nationalists,0,0,"Naseer Kakar, “Bomb explosions, rockets hit southwestern Pakistan, two people reported injured,” The Associated Press, August 14, 2005."
2005,8,14,Federally Administered Tribal Areas,Shakai,32.475559,69.636063,1,,0,Civilians celebrating Pakistan's Independence Day in the Shakai Valley,Baloch Nationalists,0,0,"“Rocket attacks mark Independence Day in Pakistan's balochistan,” PTI News Agency, August 14, 2005."
2005,8,14,Balochistan,Unknown,28.490733,65.095779,4,,0,A school in Balochistan Province,Unknown,0,0,"“Rockets attacks, bomb blasts rock Balochistan,” Balochistan Times, August 15, 2005."
2005,8,18,Balochistan,Khuzdar,27.809921,66.620956,1,,0,A Polling station in Khuzdar,Unknown,0,0,"Sadaqat Jan, “Seven killed, 70 injured as voting continues in Pakistan to elect new councilors,” The Associated Press, August 18, 2005."
